college,url
Arkansas State University: Mountain Home,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2670
Arkansas Tech University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/404
Art Academy of Cincinnati,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1605
Art Center College of Design,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1096
Art Institute of Boston at Lesley University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2165
Asbury University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1843
Ashland Community And Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1847
Ashland University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1845
Assumption University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/774
Athens State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/51
Atlanta Metropolitan State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/588
Atlantic Cape Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1671
Auburn University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1608
Auburn University at Montgomery,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2959
Augsburg University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2721
Augusta University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/687
Augustana College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3141
Augustana University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2722
Aultman College of Nursing and Health Sciences,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/227904
Aurora University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1898
Austin College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2723
Austin Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/133
Austin Peay State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1899
Ave Maria University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/213903
Averett University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2345
Avila University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2470
Azusa Pacific University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2680
Babson College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/707
Baker University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2733
Bakersfield College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/839
Baldwin Wallace University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2967
Ball State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2060
Baptist College of Florida,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3447
Bard College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1426
Barnard College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/34
Barry University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4023
Barstow Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/844
Barton College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4020
Bates College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/708
Bates Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4734
Bay De Noc Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2966
Bay Mills Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3846
Bay Path University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/709
Baylor University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2734
Beacon College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3023
Beaufort County Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1187
Belhaven University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1902
Bellarmine University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1903
Bellevue College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4212
Bellin College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2965
Bellingham Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4409
Belmont Abbey College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4025
Belmont College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1562
Belmont University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1905
Beloit College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1907
Bemidji State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/407
Benedict College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4026
Benedictine College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2669
Benedictine University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4232
Bennington College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/711
Bentley University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3748
Berea College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1908
Berkeley City College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2763
Berklee College of Music,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3750
Berkshire Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3749
Berry College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4028
Bethany College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/570
Bethany Lutheran College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/571
Bethel College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2635
Bethel University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1566
Bethune-Cookman University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4102
Beverly Hills Design Institute,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/261285
Big Bend Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/123
Big Sandy Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2910
Biola University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/841
Bishop State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4393
Bismarck State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/499
Black Hawk College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2159
Black Hills State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/500
Black River Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/28
Bladen Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/965
Blinn College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/501
Bloomfield College Of Montclair State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3405
Blue Mountain Christian University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1913
Blue Mountain Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4210
Blue Ridge Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1185
Blue Ridge Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/213666
Bluefield State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3161
Bluefield University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3160
Bluegrass Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4352
Bluffton University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4485
Bob Jones University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/246146
Boise State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/842
Boston College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/712
Boston University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/39
Bowdoin College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3744
Bowie State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/683
Bowling Green State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2969
Bowling Green State University Firelands College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2964
Boyce College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/259416
Bradley University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1869
Brandeis University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3745
Brenau University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3162
Brevard College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2346
Brewton-Parker College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/968
BridgeValley Community And Technical College Montgomery,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/256057
Bridgewater College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/969
Bridgewater State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1260
Brigham Young University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/843
Brigham Young University-Hawaii,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1137
Brigham Young University-Idaho,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3931
Brightpoint Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/90
Bristol Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3751
Brookdale Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1640
Broward College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/973
Broward College - North Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/260719
Brown University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3746
Brunswick Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/790
Bryan College: Dayton,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1356
Bryant University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3747
Bryn Athyn College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3216
Bryn Mawr College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3408
Bucknell University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3409
Bucks County Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1430
Buena Vista University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/505
Bunker Hill Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3755
Bushnell University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3283
Butler Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2509
Butler County Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1432
Butler University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1563
Butte College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1107
CUNY School of Professional Studies,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/312508
Cabarrus College of Health Sciences,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4476
Cabrillo College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3765
Cairn University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4138
Caldwell Community College and Technical Institute,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/979
Caldwell University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3691
Calhoun Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3236
California Baptist University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2369
California College of the Arts,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4213
California Lutheran University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3842
California Polytechnic State University: San Luis Obispo,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4217
California State Polytechnic University Humboldt,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3800
California State Polytechnic University: Pomona,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3763
California State University Dominguez Hills,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/913
California State University Maritime Academy,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4215
California State University: Bakersfield,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1140
California State University: Channel Islands,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/201060
California State University: Chico,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3666
California State University: East Bay,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/835
California State University: Fresno,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1286
California State University: Fullerton,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/705
California State University: Long Beach,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1486
California State University: Los Angeles,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1492
California State University: Monterey Bay,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1664
California State University: Northridge,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3462
California State University: Sacramento,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/944
California State University: San Bernardino,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/914
California State University: San Marcos,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2254
California State University: Stanislaus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3464
Calvin University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4453
Cameron University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/508
Campbell University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1171
Campbellsville University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2221
Canada College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1139
Canisius University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3692
Cape Cod Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1386
Cape Fear Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1167
Capital University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1612
Capitol Technology University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1172
Carl Albert State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/58
Carl Sandburg College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3869
Carleton College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/509
Carnegie Mellon University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3693
Carroll College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4220
Carroll Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2992
Carroll University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1614
Carson-Newman University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1615
Carteret Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1165
Carthage College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1616
Cascadia College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4735
Case Western Reserve University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1617
Casper College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2790
Catawba College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4031
Catawba Valley Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1170
Catholic International University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4646
Catholic University of America,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3002
Cecil College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1189
Cedar Crest College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1307
Cedarville University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1575
Centenary College of Louisiana,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/510
Centenary University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1308
Central Alabama Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2960
Central Arizona College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2986
Central Baptist College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2483
Central Carolina Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/980
Central Carolina Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2249
Central Christian College of Kansas,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/515
Central College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/514
Central Connecticut State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1243
Central Georgia Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4073
Central Maine Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3294
Central Methodist University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/516
Central Michigan University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1618
Central New Mexico Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1676
Central Ohio Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4444
Central Oregon Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2379
Central Piedmont Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/18
Central State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1619
Central Texas College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/337
Central Washington University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2791
Central Wyoming College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2980
Centralia College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3663
Centre College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1830
Century College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/479
Cerritos College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3764
Cerro Coso Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4211
Chabot College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1121
Chadron State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/172
Chaffey College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3664
Chaminade University of Honolulu,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/919
Champlain College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1387
Chandler-Gilbert Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4408
Chapman University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3665
Charles R Drew University of Medicine and Science,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/29
Charleston Southern University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/976
Charter Oak State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1388
Chatham University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1309
Chattanooga State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4439
Chemeketa Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3466
Chesapeake College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3096
Chestnut Hill College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1310
Cheyney University of Pennsylvania,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1223
Chicago State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1833
Chipola College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3081
Chippewa Valley Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3046
Chowan University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3082
Christendom College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2260
Christian Brothers University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4455
Christopher Newport University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1014
Cincinnati State Technical and Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3871
Citrus College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3668
City College of San Francisco,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3669
City Colleges of Chicago: Harry S. Truman College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1831
City Colleges of Chicago: Kennedy-King College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1358
City Colleges of Chicago: Malcolm X College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1571
City Colleges of Chicago: Olive-Harvey College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2000
City Colleges of Chicago: Wilbur Wright College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3948
City University of New York: Baruch College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1677
City University of New York: Borough of Manhattan Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1427
City University of New York: Bronx Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3410
City University of New York: Brooklyn College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3406
City University of New York: CUNY Online,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/228232
City University of New York: City College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1311
City University of New York: College of Staten Island,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1079
City University of New York: Hunter College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1162
City University of New York: John Jay College of Criminal Justice,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3852
City University of New York: Kingsborough Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3680
City University of New York: LaGuardia Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1661
City University of New York: Lehman College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/747
City University of New York: Medgar Evers College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/894
City University of New York: New York City College of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1440
City University of New York: Queens College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1076
City University of New York: Queensborough Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/118
City University of New York: York College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3180
Clackamas Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1141
Claremont McKenna College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3670
Clark Atlanta University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3085
Clark College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3671
Clark State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2766
Clark University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3208
